PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
PJ - Pirituba / Jaraguá,1.8,11.3,0.0,3.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.7,37.8,27.2,6.2,0.0,0.0,11.799999999999999,0.2,10.100000000000001,23.7,0.2,6.2,1.5,0.0,0.0,0.0,0.5,0.6,145.79999999999995
PR - Perus,0.7,14.6,0.0,7.3999999999999995,0.0,0.0,0.0,0.8,0.0,0.0,0.0,2.3,31.2,28.999999999999996,7.5,0.0,0.0,12.2,0.4,12.7,26.4,0.4,5.0,4.6,0.30000000000000004,0.2,0.0,0.1,0.2,156
ST - Santana,3.1,11.799999999999999,0.0,3.7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,33.1,25.400000000000002,1.9000000000000001,0.0,0.0,22.099999999999998,0.1,2.4,14.7,0.2,3.7,9.4,0.0,1.0,0.0,14.8,0.0,147.60000000000002
PRECIPITAÇÃO MÉDIA - ZN,2.5142857142857147,12.5,0.0,4.242857142857143,0.0,0.0,0.0,0.3285714285714286,0.0,0.0,0.0,0.7285714285714285,33.32857142857143,26.5,3.7428571428571424,0.0,0.0,17.17142857142857,0.18571428571428575,6.285714285714285,19.571428571428573,0.3,5.028571428571429,8.028571428571428,0.05714285714285715,0.5714285714285714,0.0,9.028571428571428,0.15714285714285717,150.27142857142857
AF - Aricanduva / Vl. Formosa,0.7,3.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,17.9,1.5,0.0,0.0,35.3,0.0,7.1000000000000005,16.3,0.3,18.200000000000003,3.1,0.0,0.0,0.0,11.9,0.2,147.59999999999997
EM - Ermelino Matarazzo,0.7,5.3,0.0,5.8999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,24.9,18.299999999999997,2.6999999999999997,0.0,0.0,58.4,1.3,17.1,17.7,0.4,30.7,4.7,0.0,0.1,0.0,24.4,0.0,212.69999999999996
GU - Guaianazes,0.0,1.2000000000000002,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,12.3,2.1,0.0,0.0,13.0,1.4,16.2,14.0,0.1,43.4,8.1,0.1,0.0,0.0,5.6,0.1,153.49999999999997
IQ - Itaquera,0.0,2.1,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,17.4,2.3999999999999995,0.0,0.0,26.8,0.30000000000000004,19.1,21.4,0.2,31.4,3.5,0.1,0.0,0.0,5.6,0.3,154.79999999999998
IT - Itaim Paulista,0.1,2.3,0.0,3.3000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,16.2,22.0,3.1,0.0,0.0,27.9,4.6,12.200000000000001,15.2,0.2,37.2,2.7,0.3,0.0,0.0,17.5,0.0,164.9
MO - Móoca,12.1,4.7,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,15.9,0.7,0.0,0.0,36.9,0.0,9.0,27.0,0.2,16.1,8.6,0.0,0.0,0.0,20.2,0.0,190.99999999999997
MP - São Miguel Paulista,0.3,2.5,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,16.3,21.900000000000002,2.9,0.0,0.0,38.7,2.7,16.5,18.4,0.2,31.9,1.4,0.0,0.0,0.0,24.2,0.0,179.5
PE - Penha,0.3,5.699999999999999,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,28.8,19.700000000000003,1.9,0.0,0.0,57.5,0.7999999999999999,10.600000000000001,13.3,0.4,28.1,10.100000000000001,0.0,0.1,0.0,22.900000000000002,0.0,209.5
SM - São Mateus,0.0,9.4,0.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,23.799999999999997,3.1,0.0,0.0,6.3,0.1,12.8,23.2,0.1,14.3,21.0,0.6,0.1,0.0,0.7000000000000001,0.7999999999999999,163.19999999999996
CT - Cidade Tiradentes,0.0,5.1,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.7,17.0,1.8,0.0,0.0,5.2,0.3,14.5,16.7,0.0,36.900000000000006,18.599999999999998,0.30000000000000004,0.0,0.0,1.0,0.4,183.50000000000003
VP - Vila Prudente,6.8,1.8,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,16.5,1.0,0.0,0.0,17.6,0.2,8.6,20.400000000000002,0.2,16.8,4.5,0.0,0.0,0.0,12.6,0.5,144.9
SB - Sapopemba,0.0,5.5,0.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,20.099999999999998,2.9,0.0,0.0,11.8,0.0,7.8,22.0,0.2,8.8,5.4,0.0,0.0,0.0,3.0999999999999996,0.9,121.6
PRECIPITAÇÃO MÉDIA - ZL,1.75,4.05,0.0,9.391666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,25.65833333333333,18.56666666666667,2.175,0.0,0.0,27.950000000000003,0.9750000000000001,12.625000000000002,18.8,0.20833333333333337,26.150000000000006,7.641666666666667,0.11666666666666668,0.025000000000000005,0.0,12.475,0.26666666666666666,168.89166666666665
Consolação (CGE),4.0,3.8,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8,18.3,2.2,0.0,0.0,52.3,0.3,25.8,27.3,0.0,6.5,25.5,0.0,0.0,0.0,17.0,0.0,225.10000000000002
SE - Sé,10.1,4.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,17.8,1.6,0.0,0.0,47.8,0.1,17.6,25.400000000000002,0.1,11.4,13.9,0.0,0.0,0.0,16.0,0.1,194
PRECIPITAÇÃO MÉDIA - ZC,7.05,4.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7,18.05,1.9000000000000001,0.0,0.0,50.05,0.2,21.700000000000003,26.35,0.05,8.95,19.7,0.0,0.0,0.0,16.5,0.05,209.55
BT - Butantã,3.1,6.1,0.0,4.8999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,46.0,21.4,3.5999999999999996,0.0,0.0,45.8,0.6,14.5,42.2,0.30000000000000004,4.0,4.3,0.0,0.0,0.0,22.599999999999998,0.5,225.00000000000003
LA - Lapa,3.0,3.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.9,23.6,4.3,0.0,0.0,33.6,0.0,10.7,28.5,0.2,3.3,3.7,0.0,0.0,0.0,10.0,0.1,166.9
PI - Pinheiros,4.5,2.7,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.7,24.5,4.9,0.0,0.0,46.2,0.3,16.5,31.599999999999998,0.1,5.9,10.299999999999999,0.0,0.0,0.0,17.6,0.30000000000000004,204
PRECIPITAÇÃO MÉDIA - ZO,3.533333333333333,4.199999999999999,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997,38.86666666666667,23.166666666666668,4.266666666666667,0.0,0.0,41.86666666666667,0.3,13.9,34.1,0.19999999999999998,4.3999999999999995,6.099999999999999,0.0,0.0,0.0,16.73333333333333,0.3,198.63333333333335
MB - M Boi Mirim,0.3,9.899999999999999,0.0,23.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,44.0,19.4,1.7000000000000002,0.0,0.0,6.0,20.099999999999998,11.200000000000001,13.1,0.1,22.4,20.1,0.2,0.2,0.0,11.1,2.3,208.09999999999997
CL - Campo Limpo,1.5,7.699999999999999,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,45.2,16.1,2.1,0.0,0.0,28.4,9.299999999999999,7.699999999999999,23.5,0.5,6.2,18.1,0.30000000000000004,0.2,0.0,18.7,2.5000000000000004,206.69999999999996
CS - Capela do Socorro,0.1,24.8,0.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,49.5,27.6,3.8000000000000007,0.0,0.0,1.5,6.5,18.0,14.9,0.1,32.8,17.1,0.2,0.1,0.0,3.5,1.7000000000000002,221.7
IP - Ipiranga,15.9,12.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,16.2,1.5000000000000002,0.0,0.0,11.4,1.1,12.3,18.2,0.4,21.0,13.299999999999999,0.0,0.0,0.0,14.100000000000001,0.6,181.6
JA - Jabaquara,2.1,18.1,0.0,23.700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,18.3,4.1,0.0,0.0,8.1,5.8,15.399999999999999,12.6,0.1,11.5,13.6,0.0,0.0,0.0,16.1,0.9999999999999999,192.49999999999997
SA - Santo Amaro,3.2,9.3,0.0,22.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,43.6,18.5,4.199999999999999,0.0,0.0,15.8,10.1,15.299999999999999,17.8,0.1,11.3,10.7,0.0,0.0,0.0,19.6,1.8000000000000003,204.10000000000002
VM - Vila Mariana,8.3,7.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,17.8,2.6,0.0,0.0,29.6,0.2,14.9,18.3,0.1,16.400000000000002,15.4,0.0,0.0,0.0,16.8,0.1,177.60000000000002
PA - Parelheiros ,1.1,15.799999999999999,0.0,4.699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,30.4,11.000000000000002,0.0,0.0,0.7,1.5,20.200000000000003,22.8,0.30000000000000004,31.2,13.700000000000001,0.8,1.2000000000000002,0.0,1.3,0.7,184.2
AD - Cidade Ademar,0.7,22.0,0.0,22.700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,22.9,4.699999999999999,0.0,0.0,3.2,10.1,21.3,17.400000000000002,0.5,16.7,19.200000000000003,0.2,0.0,0.0,8.9,2.6,221
PRECIPITAÇÃO MÉDIA - ZS,3.688888888888889,14.066666666666666,0.0,16.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1888888888888889,38.666666666666664,20.8,3.966666666666667,0.0,0.0,11.633333333333335,7.188888888888889,15.144444444444446,17.62222222222222,0.24444444444444446,18.83333333333333,15.68888888888889,0.18888888888888888,0.1888888888888889,0.0,12.233333333333333,1.4777777777777776,199.72222222222226
PRECIPITAÇÃO MÉDIA TOTAL,2.9,8.6,0.0,9.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7,32.6,21.2,3.2,0.0,0.0,23.8,2.4,12.6,20.5,0.2,16.7,10.5,0.1,0.2,0.0,12.3,0.6,178.49999999999997
