PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
MP - São Miguel Paulista,47.900000000000006,13.6,8.399999999999999,2.2,15.0,5.6,2.8,2.9,14.799999999999999,118.10000000000001,6.7,2.3,0.0,0.1,0.0,2.4,9.9,15.4,2.7,6.3999999999999995,5.1,0.2,0.5,5.8,12.3,24.4,8.0,3.6,0.7,337.8
PE - Penha,66.0,20.1,13.600000000000001,1.2,2.5,32.7,3.0,3.1,7.6,106.79999999999998,5.6,1.2,0.0,0.1,0.0,13.8,32.1,3.9,6.5,10.2,3.5,0.4,0.2,7.699999999999999,12.8,31.7,8.5,4.1,1.9,400.79999999999995
SM - São Mateus,21.4,12.5,9.0,1.5,2.4,1.4,1.1,1.2000000000000002,4.5,51.1,3.3,0.4,0.1,0.1,0.0,1.9,2.7,11.3,8.4,1.9000000000000001,4.6,1.5999999999999999,0.2,6.0,5.699999999999999,30.2,5.9,1.4000000000000001,0.9,192.69999999999996
CT - Cidade Tiradentes,29.9,12.100000000000001,9.1,0.7,3.5,0.30000000000000004,1.2,1.2,4.4,65.39999999999999,5.0,1.2000000000000002,0.0,0.3,0.0,5.2,6.4,16.5,6.9,2.1,5.8,1.1,0.4,5.0,4.7,28.3,5.5,3.0,0.6,225.8
VP - Vila Prudente,24.0,20.7,18.7,1.0,2.7,0.8999999999999999,4.7,5.2,9.4,62.6,4.2,0.4,0.2,0.0,0.0,2.4,3.4,12.4,13.600000000000001,12.4,8.6,1.7000000000000002,0.1,21.4,19.7,28.9,6.300000000000001,1.4,2.4,289.4
SB - Sapopemba,24.6,16.7,13.5,0.0,5.300000000000001,1.5,4.1,4.1,6.9,50.2,3.7,0.30000000000000004,0.2,0.1,0.0,4.5,9.5,10.0,9.6,7.9,8.6,2.2,0.1,15.0,14.4,31.1,6.2,1.6,1.8,253.69999999999996
PRECIPITAÇÃO MÉDIA - ZL,40.18333333333334,16.50833333333333,12.691666666666665,1.3416666666666666,7.041666666666667,7.808333333333334,2.9166666666666665,2.983333333333333,8.608333333333334,86.78333333333335,5.441666666666666,1.1916666666666669,0.041666666666666664,0.11666666666666665,0.0,7.3083333333333345,14.725,11.65,7.366666666666667,7.9750000000000005,5.2,0.9333333333333332,0.3416666666666666,9.816666666666665,11.508333333333333,27.983333333333334,6.916666666666667,3.033333333333333,1.375,309.79166666666663
Consolação (CGE),70.5,31.2,27.8,0.9,0.8999999999999999,10.8,0.0,0.0,21.0,130.2,6.5,0.0,0.3,0.0,0.0,11.8,0.0,10.2,38.2,3.0,8.3,0.4,0.1,46.8,16.5,5.8,1.0,2.5,2.3,447.00000000000006
SE - Sé,47.1,29.2,25.1,1.2,2.7,14.5,0.6,0.6,11.399999999999999,104.2,5.6,0.4,0.2,0.2,0.0,12.3,5.6,13.0,20.900000000000002,7.1,5.3,0.30000000000000004,0.2,34.9,17.8,25.4,6.1,2.1,2.0,396.00000000000006
PRECIPITAÇÃO MÉDIA - ZC,58.8,30.2,26.450000000000003,1.05,1.8,12.65,0.3,0.3,16.2,117.19999999999999,6.05,0.2,0.25,0.1,0.0,12.05,2.8,11.6,29.550000000000004,5.05,6.800000000000001,0.35000000000000003,0.15000000000000002,40.849999999999994,17.15,15.6,3.55,2.3,2.15,421.50000000000006
BT - Butantã,32.7,41.5,28.700000000000003,1.5,1.7,5.3999999999999995,4.7,4.7,12.8,95.10000000000001,4.1,0.6,0.2,0.0,0.0,0.4,9.7,1.1,11.5,2.9,6.0,0.5,0.2,21.9,9.0,36.099999999999994,5.4,1.4,2.4000000000000004,342.1999999999998
LA - Lapa,57.400000000000006,34.2,29.5,1.5,2.4,13.3,1.4,1.5,13.8,136.79999999999998,7.4,0.30000000000000004,0.0,0.1,0.0,2.5,1.7,6.5,7.800000000000001,2.4,8.5,0.30000000000000004,0.1,26.900000000000002,18.5,24.8,6.6,2.0,2.6,410.80000000000007
PI - Pinheiros,46.2,41.2,29.1,1.4,3.7,7.5,2.4,2.4,17.0,108.7,5.8,0.4,0.2,0.0,0.0,2.7,6.1,7.7,22.4,1.7000000000000002,7.2,0.7,0.1,30.0,16.1,36.9,6.3,1.8,2.1999999999999997,407.9
PRECIPITAÇÃO MÉDIA - ZO,45.43333333333334,38.96666666666667,29.100000000000005,1.4666666666666668,2.6,8.733333333333333,2.8333333333333335,2.8666666666666667,14.533333333333333,113.53333333333332,5.766666666666667,0.43333333333333335,0.13333333333333333,0.03333333333333333,0.0,1.8666666666666665,5.833333333333333,5.1000000000000005,13.9,2.3333333333333335,7.233333333333333,0.5,0.13333333333333333,26.266666666666666,14.533333333333333,32.599999999999994,6.1000000000000005,1.7333333333333334,2.4,386.96666666666664
MB - M Boi Mirim,41.8,29.0,20.6,8.299999999999999,1.8,0.6,15.1,13.7,11.4,58.599999999999994,2.4,0.6,0.0,0.1,0.0,0.4,6.6,0.0,6.4,5.699999999999999,1.7,0.6,0.1,7.3,14.0,29.799999999999997,3.2,1.1,1.8,282.7
CL - Campo Limpo,21.1,27.5,19.9,2.4,1.2000000000000002,1.5,5.3999999999999995,5.1,11.5,78.6,2.5,0.7,0.1,0.0,0.0,1.6,16.8,0.1,6.0,1.1,1.2000000000000002,0.30000000000000004,0.1,12.0,11.7,51.8,4.3,1.1,2.7,288.29999999999995
CS - Capela do Socorro,25.599999999999998,48.6,15.8,8.1,4.5,1.0,7.6,6.6,7.3,52.8,2.0,1.1,0.9,0.1,0.0,0.0,0.3,3.6,20.0,13.2,2.2,2.5,0.1,6.8999999999999995,17.1,34.7,4.3,1.0,1.8,289.7
IP - Ipiranga,12.100000000000001,33.1,20.9,1.2,9.3,4.1,2.1,2.2,16.7,67.5,2.9,0.5,0.30000000000000004,0.0,0.0,0.8,1.0,28.3,28.1,6.8999999999999995,5.1,1.0,0.1,22.0,16.099999999999998,36.7,4.9,1.1,1.7,326.70000000000005
JA - Jabaquara,15.2,44.0,23.0,2.5,14.700000000000001,2.8,5.9,2.1,10.399999999999999,82.89999999999999,1.2,0.7,0.5,0.0,0.0,0.0,0.0,21.2,34.4,9.1,0.9,2.1,0.1,23.0,13.8,57.8,6.5,1.9000000000000001,1.5,378.2
SA - Santo Amaro,19.4,31.8,20.1,2.2,4.0,3.2,7.4,5.8,9.5,82.8,1.9,0.6,0.30000000000000004,0.0,0.0,0.5,1.4,2.5,13.200000000000001,0.7999999999999999,1.1,1.0,0.1,14.200000000000001,9.1,49.9,5.5,1.9,1.9000000000000001,292.09999999999997
VM - Vila Mariana,20.200000000000003,36.0,25.3,1.2,3.7,9.8,1.1,1.0,16.6,89.60000000000001,4.3,0.5,0.4,0.0,0.0,1.4,5.1,26.099999999999998,40.300000000000004,1.8,3.1,0.7999999999999999,0.2,31.8,16.6,42.9,6.6,1.7,1.5,389.6000000000001
PA - Parelheiros ,28.200000000000003,53.60000000000001,26.900000000000002,6.0,2.6,6.2,5.1,5.4,7.4,45.4,3.9,3.5,5.1000000000000005,0.1,0.0,0.0,0.6,3.0,17.8,6.699999999999999,10.799999999999999,9.8,0.1,1.8,17.6,33.0,0.5,3.0,7.0,311.1000000000001
AD - Cidade Ademar,26.2,35.9,18.7,4.3,15.3,1.3,11.5,7.8,7.3999999999999995,73.2,1.5,0.7,0.5,0.0,0.0,0.0,0.0,11.799999999999999,21.700000000000003,6.9,0.5,2.0,0.1,12.4,13.1,45.7,0.2,1.7,1.5,321.8999999999999
PRECIPITAÇÃO MÉDIA - ZS,23.311111111111106,37.72222222222222,21.244444444444444,4.022222222222222,6.344444444444445,3.388888888888889,6.800000000000001,5.522222222222222,10.911111111111113,70.15555555555555,2.511111111111111,0.9888888888888887,0.9000000000000001,0.03333333333333334,0.0,0.5222222222222221,3.533333333333333,10.733333333333333,20.87777777777778,5.8,2.9555555555555553,2.2333333333333334,0.1111111111111111,14.600000000000001,14.344444444444441,42.477777777777774,4.000000000000001,1.6111111111111112,2.3777777777777778,320.03333333333336
PRECIPITAÇÃO MÉDIA TOTAL,37.44545454545453,25.90303030303031,20.012121212121215,2.4818181818181824,5.6424242424242435,10.872727272727273,3.4060606060606067,3.0878787878787874,10.418181818181813,92.38181818181818,5.03939393939394,0.9818181818181818,0.29090909090909084,0.0878787878787879,0.0,4.20909090909091,7.812121212121211,11.887878787878789,12.327272727272728,7.275757575757576,4.599999999999999,1.0424242424242427,0.21212121212121213,16.418181818181818,13.699999999999998,30.403030303030306,6.090909090909092,2.833333333333334,2.0696969696969703,338.9333333333332
