PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
COMDEC - Carandirú,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.2,0.0,0.0,94.4,79.2,12.100000000000001,1.5,0.0,0.0,0.0,6.2,4.3,0.0,1.5,3.2,6.3,0.5,0.0,214.6
PRECIPITAÇÃO MÉDIA - ZN,0.0,1.075,0.25,0.35,0.0,0.0,0.0,2.7625,7.65,0.2,0.6875,0.0,2.3625000000000003,52.175,28.074999999999996,11.837499999999999,1.4250000000000003,0.25,0.0,0.0,3.4625,10.025,0.0,3.7125000000000004,6.525,1.0625,0.4625,10.4375,144.7875
AF - Aricanduva / Vl. Formosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,2.8000000000000003,20.7,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,8.1,0.5,15.3,83.19999999999999
EM - Ermelino Matarazzo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,36.1,20.55,0.5,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,46.400000000000006,0.0,0.0,7.9,116.25000000000001
GU - Guaianazes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6000000000000005,3.4000000000000004,21.3,20.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,3.6,0.0,16.5,116.6
IQ - Itaquera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6000000000000005,5.3,40.5,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,7.6,122.6
IT - Itaim Paulista,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,50.300000000000004,34.3,0.9,0.2,0.0,0.0,0.0,0.0,0.0,3.3,44.300000000000004,0.0,0.0,19.1,176.4
MO - Móoca,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,12.200000000000001,33.4,13.0,0.8,1.1,0.0,0.0,2.0,0.5,0.0,1.6,17.3,7.0,0.0,21.3,111.79999999999998
MP - São Miguel Paulista,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.8,13.8,62.4,19.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.8,69.0,0.0,0.0,18.700000000000003,190.89999999999998
PE - Penha,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,37.5,16.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2,3.2,0.0,7.7,102.10000000000001
SM - São Mateus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,7.699999999999999,25.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,2.3,0.0,11.5,62.599999999999994
CT - Cidade Tiradentes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.8000000000000003,11.5,23.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,2.5,0.9,16.8,87.10000000000001
VP - Vila Prudente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,2.0,15.0,14.7,0.4,0.0,0.0,0.0,0.0,1.5999999999999999,0.0,5.6,13.0,0.0,0.8,13.4,88.60000000000001
PRECIPITAÇÃO MÉDIA - ZL,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.07272727272727274,0.0,0.0,0.17272727272727273,0.0,3.7545454545454544,5.718181818181818,30.58181818181818,20.85909090909091,0.790909090909091,0.11818181818181818,0.0,0.0,0.18181818181818182,0.21818181818181817,0.0,1.2090909090909092,32.60909090909091,2.4272727272727272,0.2,14.163636363636364,114.3772727272727
Consolação (CGE),0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.2,30.6,22.599999999999998,9.799999999999999,1.0,0.0,0.0,0.0,0.0,0.5,0.0,11.8,2.5999999999999996,0.0,0.0,18.1,100.5
SE - Sé,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,31.2,34.4,9.5,0.2,0.0,0.0,0.0,0.0,0.4,0.0,8.5,2.4000000000000004,0.0,0.0,13.299999999999999,107.30000000000001
PRECIPITAÇÃO MÉDIA - ZC,0.0,0.0,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.75,30.9,28.5,9.649999999999999,0.6,0.0,0.0,0.0,0.0,0.45,0.0,10.15,2.5,0.0,0.0,15.7,103.9
BT - Butantã,0.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,28.6,0.0,0.0,0.0,17.799999999999997,28.700000000000003,5.1,9.000000000000002,1.6,0.0,0.0,0.0,0.5,9.1,0.0,0.8,17.5,0.4,1.5,4.1,126.39999999999998
LA - Lapa,0.0,28.2,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,2.3,91.6,54.9,24.3,0.0,1.0,0.0,0.0,8.4,19.3,0.0,19.2,5.8,0.2,0.0,18.4,289
PI - Pinheiros,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,52.8,0.0,0.0,0.0,14.899999999999999,41.800000000000004,73.0,11.0,0.0,0.5,0.0,0.0,0.0,4.6,0.0,5.0,14.9,0.0,0.0,5.6,225.9
PRECIPITAÇÃO MÉDIA - ZO,0.0,10.4,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,32.266666666666666,0.0,0.0,0.0,11.666666666666666,54.03333333333333,44.333333333333336,14.766666666666667,0.5333333333333333,0.5,0.0,0.0,2.966666666666667,11.0,0.0,8.333333333333334,12.733333333333334,0.20000000000000004,0.5,9.366666666666667,213.76666666666665
MB - M Boi Mirim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,45.8,1.6,14.5,15.2,0.0,0.0,0.0,0.0,9.600000000000001,0.0,0.2,11.2,0.0,0.8,22.3,128.20000000000002
CL - Campo Limpo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,36.4,2.0,25.0,12.8,0.0,0.0,0.0,0.0,8.8,0.0,0.4,32.8,0.2,10.8,19.2,158
CS - Capela do Socorro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.799999999999999,23.8,5.8,21.2,16.900000000000002,2.5,0.0,0.0,0.0,35.3,0.0,0.0,5.9,1.0,1.4,12.9,137.5
IP - Ipiranga,0.0,0.0,4.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.5,8.0,8.1,9.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.8,5.3,3.7,6.9,11.100000000000001,119.9
JA - Jabaquara,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,19.2,0.8,4.0,4.6000000000000005,0.0,0.0,0.0,0.0,8.0,0.0,0.4,6.9,0.0,1.6,6.9,58.9
SA - Santo Amaro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,39.3,1.7999999999999998,18.6,3.4,0.0,0.0,0.0,0.0,10.2,0.0,1.2,14.799999999999999,1.2000000000000002,4.6,11.4,113
VM - Vila Mariana,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2,40.8,4.0,10.0,1.2,0.0,0.0,0.0,0.0,7.0,0.0,3.6,2.8,0.0,0.6,8.4,124.19999999999999
PA - Parelheiros ,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,17.299999999999997,15.2,36.400000000000006,22.0,1.4,0.0,0.0,0.0,8.2,0.0,0.2,6.0,2.6,0.6,15.4,152.20000000000002
AD - Cidade Ademar,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,2.0,21.5,5.2,0.0,0.0,0.0,0.0,5.8,0.0,0.2,7.0,1.4,1.8,11.7,70.1
PRECIPITAÇÃO MÉDIA - ZS,0.0,0.0,0.7111111111111111,0.6222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.666666666666668,27.100000000000005,4.588888888888889,17.8,9.033333333333335,0.43333333333333335,0.0,0.0,0.0,10.355555555555556,0.0,0.7777777777777778,10.299999999999999,1.1222222222222225,3.233333333333334,13.255555555555558,118
PRECIPITAÇÃO MÉDIA TOTAL,0.0,1.206060606060606,0.4787878787878788,0.6878787878787879,0.0,0.0,0.0,0.693939393939394,4.863636363636363,0.048484848484848485,0.22424242424242424,0.0,8.021212121212121,28.73030303030303,24.009090909090915,16.604545454545455,3.157575757575758,0.26363636363636367,0.0,0.0,1.1696969696969697,6.354545454545455,0.0,2.8878787878787873,16.56969696969697,1.3909090909090909,1.106060606060606,12.669696969696968,131.1378787878788
